Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ABCCS;11;3MA064;2023-01-22;15:00;0099513;TARASCON FOIX V.B.;0374833;SAINT AVERTIN SPORTS;;;;GYMNASE MUNICIPALE;;;;
ABCCS;11;3MA065;2023-01-22;14:00;0444976;LES NEPTUNES NANTES VOLLEY ASSOCIATION;0314739;T.O.A.C. - T.U.C. VOLLEY-BALL 3;;;;JEAN JAHAN 2;;;;
ABCCS;11;3MA066;2023-01-22;15:00;0812329;ENT. PUYGOUZON/CASTELNAU LEVIS;0442477;ASB REZE 3;;;;LA CAYRIE;;;;
ABCCS;12;3MA067;2023-01-29;15:00;0188913;BOURGES VOLLEY-BALL;0812329;ENT. PUYGOUZON/CASTELNAU LEVIS;;;;GYMNASE DES MERLATTES;;;;
ABCCS;12;3MA068;2023-01-29;14:00;0444976;LES NEPTUNES NANTES VOLLEY ASSOCIATION;0442477;ASB REZE 3;;;;JEAN JAHAN 2;;;;
ABCCS;12;3MA069;2023-01-29;15:00;0099513;TARASCON FOIX V.B.;0314739;T.O.A.C. - T.U.C. VOLLEY-BALL 3;;;;GYMNASE MUNICIPALE;;;;
ABCCS;12;3MA070;2023-01-29;14:00;0864160;CSA CHATELLERAULT;0374833;SAINT AVERTIN SPORTS;;;;SALLE OMNISPORT;;;;
ABCCS;12;3MA071;2023-01-29;13:30;0857865;AVENIR SPORTIF DE BOUFFERE;0319191;VOLLEY BALMA QUINT FONSEGRIVES;;;;BHS;;;;
ABCCS;12;3MA072;2023-01-29;13:30;0374861;TOURS VOLLEY-BALL 3;0334980;UNION SPORTIVE TALENCAISE;;;;SALLE GRENON;;;;
ABCCS;13;3MA073;2023-02-12;15:00;0188913;BOURGES VOLLEY-BALL;0374861;TOURS VOLLEY-BALL 3;;;;GYMNASE DES MERLATTES;;;;
ABCCS;13;3MA074;2023-02-12;15:00;0319191;VOLLEY BALMA QUINT FONSEGRIVES;0334980;UNION SPORTIVE TALENCAISE;;;;COLLÈGE DE BALMA;;;;
ABCCS;13;3MA075;2023-02-11;20:00;0374833;SAINT AVERTIN SPORTS;0857865;AVENIR SPORTIF DE BOUFFERE;;;;GYMNASE LEON BRULON;;;;
ABCCS;13;3MA076;2023-02-12;16:00;0314739;T.O.A.C. - T.U.C. VOLLEY-BALL 3;0864160;CSA CHATELLERAULT;;;;PALAIS DES SPORTS ANDRE BROUAT;;;;
ABCCS;13;3MA077;2023-02-12;15:00;0442477;ASB REZE 3;0099513;TARASCON FOIX V.B.;;;;GYMNASE LIBERGE;;;;
ABCCS;13;3MA078;2023-02-12;13:30;0444976;LES NEPTUNES NANTES VOLLEY ASSOCIATION;0812329;ENT. PUYGOUZON/CASTELNAU LEVIS;;;;JEAN JAHAN 2;;;;
ABCCS;14;3MA079;2023-02-19;14:00;0444976;LES NEPTUNES NANTES VOLLEY ASSOCIATION;0188913;BOURGES VOLLEY-BALL;;;;JEAN JAHAN 2;;;;
ABCCS;14;3MA080;2023-02-18;20:00;0099513;TARASCON FOIX V.B.;0812329;ENT. PUYGOUZON/CASTELNAU LEVIS;;;;GYMNASE MUNICIPALE;;;;
ABCCS;14;3MA081;2023-02-19;14:00;0864160;CSA CHATELLERAULT;0442477;ASB REZE 3;;;;MARRONNERIE;;;;
ABCCS;14;3MA082;2023-02-19;15:00;0857865;AVENIR SPORTIF DE BOUFFERE;0314739;T.O.A.C. - T.U.C. VOLLEY-BALL 3;;;;BHS;;;;
ABCCS;14;3MA083;2023-02-18;19:00;0334980;UNION SPORTIVE TALENCAISE;0374833;SAINT AVERTIN SPORTS;;;;LÉO LAGRANGE;;;;
ABCCS;14;3MA084;2023-02-19;15:00;0374861;TOURS VOLLEY-BALL 3;0319191;VOLLEY BALMA QUINT FONSEGRIVES;;;;SALLE GRENON;;;;
ABCCS;15;3MA085;2023-02-26;15:00;0319191;VOLLEY BALMA QUINT FONSEGRIVES;0188913;BOURGES VOLLEY-BALL;;;;COLLÈGE DE BALMA;;;;
ABCCS;15;3MA086;2023-02-26;15:00;0374833;SAINT AVERTIN SPORTS;0374861;TOURS VOLLEY-BALL 3;;;;GYMNASE LEON BRULON;;;;
ABCCS;15;3MA087;2023-02-26;16:00;0314739;T.O.A.C. - T.U.C. VOLLEY-BALL 3;0334980;UNION SPORTIVE TALENCAISE;;;;PALAIS DES SPORTS ANDRE BROUAT;;;;
ABCCS;15;3MA088;2023-02-26;15:00;0442477;ASB REZE 3;0857865;AVENIR SPORTIF DE BOUFFERE;;;;GYMNASE LIBERGE;;;;
ABCCS;15;3MA089;2023-02-26;13:30;0812329;ENT. PUYGOUZON/CASTELNAU LEVIS;0864160;CSA CHATELLERAULT;;;;LA CAYRIE;;;;
ABCCS;15;3MA090;2023-02-25;16:00;0444976;LES NEPTUNES NANTES VOLLEY ASSOCIATION;0099513;TARASCON FOIX V.B.;;;;JEAN JAHAN 2;;;;
ABCCS;16;3MA091;2023-03-11;18:00;0099513;TARASCON FOIX V.B.;0188913;BOURGES VOLLEY-BALL;;;;GYMNASE MUNICIPALE;;;;
ABCCS;16;3MA092;2023-03-12;14:00;0864160;CSA CHATELLERAULT;0444976;LES NEPTUNES NANTES VOLLEY ASSOCIATION;;;;SALLE OMNISPORT;;;;
ABCCS;16;3MA093;2023-03-12;13:30;0857865;AVENIR SPORTIF DE BOUFFERE;0812329;ENT. PUYGOUZON/CASTELNAU LEVIS;;;;BHS;;;;
ABCCS;16;3MA094;2023-03-12;15:00;0334980;UNION SPORTIVE TALENCAISE;0442477;ASB REZE 3;;;;LÉO LAGRANGE;;;;
ABCCS;16;3MA095;2023-03-12;15:00;0374861;TOURS VOLLEY-BALL 3;0314739;T.O.A.C. - T.U.C. VOLLEY-BALL 3;;;;SALLE GRENON;;;;
ABCCS;16;3MA096;2023-03-12;15:00;0319191;VOLLEY BALMA QUINT FONSEGRIVES;0374833;SAINT AVERTIN SPORTS;;;;PATRICK PÉPI;;;;
ABCCS;17;3MA097;2023-03-19;15:00;0188913;BOURGES VOLLEY-BALL;0374833;SAINT AVERTIN SPORTS;;;;GYMNASE DES MERLATTES;;;;
ABCCS;17;3MA098;2023-03-19;16:00;0314739;T.O.A.C. - T.U.C. VOLLEY-BALL 3;0319191;VOLLEY BALMA QUINT FONSEGRIVES;;;;PALAIS DES SPORTS ANDRE BROUAT;;;;
ABCCS;17;3MA099;2023-03-19;14:00;0442477;ASB REZE 3;0374861;TOURS VOLLEY-BALL 3;;;;GYMNASE LIBERGE;;;;
ABCCS;17;3MA100;2023-03-19;15:00;0334980;UNION SPORTIVE TALENCAISE;0812329;ENT. PUYGOUZON/CASTELNAU LEVIS;;;;LÉO LAGRANGE;;;;
ABCCS;17;3MA101;2023-03-19;14:00;0444976;LES NEPTUNES NANTES VOLLEY ASSOCIATION;0857865;AVENIR SPORTIF DE BOUFFERE;;;;JEAN JAHAN 2;;;;
ABCCS;17;3MA102;2023-03-19;15:00;0099513;TARASCON FOIX V.B.;0864160;CSA CHATELLERAULT;;;;GYMNASE MUNICIPALE;;;;
ABCCS;18;3MA103;2023-03-26;14:00;0864160;CSA CHATELLERAULT;0188913;BOURGES VOLLEY-BALL;;;;SALLE OMNISPORT;;;;
ABCCS;18;3MA104;2023-03-25;19:30;0857865;AVENIR SPORTIF DE BOUFFERE;0099513;TARASCON FOIX V.B.;;;;BHS;;;;
ABCCS;18;3MA105;2023-03-26;15:00;0334980;UNION SPORTIVE TALENCAISE;0444976;LES NEPTUNES NANTES VOLLEY ASSOCIATION;;;;LÉO LAGRANGE;;;;
ABCCS;18;3MA106;2023-03-26;15:00;0374861;TOURS VOLLEY-BALL 3;0812329;ENT. PUYGOUZON/CASTELNAU LEVIS;;;;SALLE GRENON;;;;
ABCCS;18;3MA107;2023-03-26;12:30;0319191;VOLLEY BALMA QUINT FONSEGRIVES;0442477;ASB REZE 3;;;;COLLÈGE DE BALMA;;;;
ABCCS;18;3MA108;2023-03-26;15:00;0374833;SAINT AVERTIN SPORTS;0314739;T.O.A.C. - T.U.C. VOLLEY-BALL 3;;;;GYMNASE LEON BRULON;;;;
ABCCS;19;3MA109;2023-04-09;15:00;0188913;BOURGES VOLLEY-BALL;0314739;T.O.A.C. - T.U.C. VOLLEY-BALL 3;;;;GYMNASE DES MERLATTES;;;;
ABCCS;19;3MA110;2023-04-09;15:00;0442477;ASB REZE 3;0374833;SAINT AVERTIN SPORTS;;;;GYMNASE LIBERGE;;;;
ABCCS;19;3MA111;2023-04-09;16:00;0812329;ENT. PUYGOUZON/CASTELNAU LEVIS;0319191;VOLLEY BALMA QUINT FONSEGRIVES;;;;LA CAYRIE;;;;
ABCCS;19;3MA112;2023-04-09;14:00;0444976;LES NEPTUNES NANTES VOLLEY ASSOCIATION;0374861;TOURS VOLLEY-BALL 3;;;;JEAN JAHAN 2;;;;
ABCCS;19;3MA113;2023-04-08;18:00;0099513;TARASCON FOIX V.B.;0334980;UNION SPORTIVE TALENCAISE;;;;GYMNASE MUNICIPALE;;;;
ABCCS;19;3MA114;2023-04-09;14:00;0864160;CSA CHATELLERAULT;0857865;AVENIR SPORTIF DE BOUFFERE;;;;SALLE OMNISPORT;;;;
ABCCS;20;3MA115;2023-04-23;15:00;0857865;AVENIR SPORTIF DE BOUFFERE;0188913;BOURGES VOLLEY-BALL;;;;BHS;;;;
ABCCS;20;3MA116;2023-04-23;15:00;0334980;UNION SPORTIVE TALENCAISE;0864160;CSA CHATELLERAULT;;;;LÉO LAGRANGE;;;;
ABCCS;20;3MA117;2023-04-23;15:00;0374861;TOURS VOLLEY-BALL 3;0099513;TARASCON FOIX V.B.;;;;SALLE GRENON;;;;
ABCCS;20;3MA118;2023-04-23;15:00;0319191;VOLLEY BALMA QUINT FONSEGRIVES;0444976;LES NEPTUNES NANTES VOLLEY ASSOCIATION;;;;COLLÈGE DE BALMA;;;;
ABCCS;20;3MA119;2023-04-23;15:00;0374833;SAINT AVERTIN SPORTS;0812329;ENT. PUYGOUZON/CASTELNAU LEVIS;;;;GYMNASE LEON BRULON;;;;
ABCCS;20;3MA120;2023-04-23;16:00;0314739;T.O.A.C. - T.U.C. VOLLEY-BALL 3;0442477;ASB REZE 3;;;;PALAIS DES SPORTS ANDRE BROUAT;;;;
ABCCS;21;3MA121;2023-04-30;15:00;0188913;BOURGES VOLLEY-BALL;0442477;ASB REZE 3;;;;GYMNASE DES MERLATTES;;;;
ABCCS;21;3MA122;2023-04-30;15:00;0812329;ENT. PUYGOUZON/CASTELNAU LEVIS;0314739;T.O.A.C. - T.U.C. VOLLEY-BALL 3;;;;LA CAYRIE;;;;
ABCCS;21;3MA123;2023-04-30;16:00;0444976;LES NEPTUNES NANTES VOLLEY ASSOCIATION;0374833;SAINT AVERTIN SPORTS;;;;JEAN JAHAN 2;;;;
ABCCS;21;3MA124;2023-04-29;20:00;0099513;TARASCON FOIX V.B.;0319191;VOLLEY BALMA QUINT FONSEGRIVES;;;;GYMNASE MUNICIPALE;;;;
ABCCS;21;3MA125;2023-04-30;14:00;0864160;CSA CHATELLERAULT;0374861;TOURS VOLLEY-BALL 3;;;;SALLE OMNISPORT;;;;
ABCCS;21;3MA126;2023-04-30;15:00;0857865;AVENIR SPORTIF DE BOUFFERE;0334980;UNION SPORTIVE TALENCAISE;;;;BHS;;;;
ABCCS;22;3MA127;2023-05-07;15:00;0334980;UNION SPORTIVE TALENCAISE;0188913;BOURGES VOLLEY-BALL;;;;LÉO LAGRANGE;;;;
ABCCS;22;3MA128;2023-05-07;15:00;0374861;TOURS VOLLEY-BALL 3;0857865;AVENIR SPORTIF DE BOUFFERE;;;;SALLE GRENON;;;;
ABCCS;22;3MA129;2023-05-07;15:00;0319191;VOLLEY BALMA QUINT FONSEGRIVES;0864160;CSA CHATELLERAULT;;;;COLLÈGE DE BALMA;;;;
ABCCS;22;3MA130;2023-05-07;15:00;0374833;SAINT AVERTIN SPORTS;0099513;TARASCON FOIX V.B.;;;;GYMNASE LEON BRULON;;;;
ABCCS;22;3MA131;2023-05-07;16:00;0314739;T.O.A.C. - T.U.C. VOLLEY-BALL 3;0444976;LES NEPTUNES NANTES VOLLEY ASSOCIATION;;;;PALAIS DES SPORTS ANDRE BROUAT;;;;
ABCCS;22;3MA132;2023-05-07;15:00;0442477;ASB REZE 3;0812329;ENT. PUYGOUZON/CASTELNAU LEVIS;;;;GYMNASE LIBERGE;;;;
